Accident_index,District,Accident_location,GPS_X,GPS_Y
5626,Longjing,,120.592858,24.182163
5627,Beitun,,120.679371,24.190657
5628,Xitun,,120.595968,24.16513
5629,Shalu,,120.565909,24.238734
5630,Shalu,1,120.567769,24.253539
5631,Wuri,1,120.633383,24.098297
5632,Shalu,1,120.54786,24.217144
5633,Taiping,1,120.712044,24.15732
5634,Shalu,,120.566943,24.237711
5635,Daya,,120.647741,24.223343
5636,West,,120.665979,24.135591
5637,Wufeng,,120.662629,24.067866
5638,Xitun,,120.662421,24.164281
5639,Dali,1,120.695086,24.102471
5640,North,,120.701177,24.155471
5641,Daya,2,120.646796,24.20702
5642,Dajia,,120.618436,24.348742
5643,Beitun,1,120.700445,24.167632
5644,Kamioka,9,120.693236,24.244559
5645,Nantun,9,120.617857,24.145384
5646,Taiping,,120.718155,24.133672
5647,Dadu,,120.542983,24.1594
5648,Wuri,,120.648656,24.091864
5649,Fengyuan,,120.726571,24.245559
5650,North,7,120.673614,24.159214
5651,Shalu,,120.547105,24.217515
5652,Qingshui,,120.536098,24.274039
5653,Longjing,1,120.580347,24.189038
5654,Shalu,9,120.567774,24.216547
5655,Xitun,,120.633136,24.173878
5656,Nantun,,120.64829,24.132036
5657,South,,120.652988,24.118455
5658,Wuqi,,120.53033,24.243312
5659,West,,120.671585,24.132114
5660,Beitun,1,120.696365,24.185996
5661,Kamioka,1,120.656581,24.255821
5662,West,,120.669069,24.147486
5663,Xitun,2,120.658039,24.169073
5664,Shalu,,120.551552,24.229835
5665,Longjing,,120.544543,24.186315
5666,Beitun,9,120.752186,24.179218
5667,West,9,120.660445,24.146708
5668,Wuri,9,120.645343,24.073221
5669,Taiping,,120.716424,24.153066
5670,Taiping,1,120.713173,24.131405
5671,Taiping,,120.711232,24.155876
5672,Dajia,,120.651917,24.382229
5673,Dali,2,120.701292,24.088112
5674,Xinshe,,120.798017,24.202986
5675,Beitun,,120.702527,24.186472
5676,Dali,9,120.699924,24.104699
5677,North,1,120.671015,24.159207
5678,Houli,1,120.72182,24.308952
5679,Taiping,,120.718358,24.104045
5680,West,1,120.658839,24.140149
5681,Dali,,120.693061,24.103876
5682,Taiping,,120.728957,24.103886
5683,Nantun,9,120.632348,24.153002
5684,Kamioka,1,120.655431,24.258675
5685,East,2,120.699572,24.145331
5686,Xitun,,120.647955,24.174957
5687,Daya,,120.631051,24.220061
5688,Beitun,,120.679572,24.174126
5689,Wufeng,,120.662944,24.063028
5690,Wuri,8,120.584276,24.111436
5691,Taiping,,120.717214,24.13077
5692,East,1,120.687858,24.13653
5693,Shalu,7,120.578896,24.250087
5694,Xitun,1,120.665622,24.174276
5695,Nantun,9,120.623499,24.145061
5696,North,,120.666058,24.162971
5697,Beitun,9,120.748263,24.185585
5698,Taiping,,120.728597,24.149974
5699,South,9,120.677239,24.133071
5700,Nantun,1,120.652988,24.136674
5701,Xitun,,120.62003,24.184085
5702,Beitun,,120.718171,24.182093
5703,Nantun,,120.596491,24.153245
5704,Xitun,9,120.657599,24.190846
5705,Fengyuan,,120.745562,24.265485
5706,East,7,120.699597,24.150065
5707,Dali,,120.728126,24.091038
5708,Dali,,120.677592,24.104167
5709,Beitun,9,120.693559,24.186849
5710,Fengyuan,9,120.719796,24.26123
5711,Beitun,,120.685498,24.172177
5712,South,9,120.648853,24.122076
5713,Fengyuan,,120.74766,24.266563
5714,Dali,,120.702731,24.088258
5715,Beitun,,120.671314,24.173894
5716,South,,120.653744,24.120678
5717,Dali,,120.699552,24.089045
5718,Xitun,,120.64876,24.16287
5719,Taiping,9,120.746485,24.12837
5720,Xitun,,120.634948,24.179291
5721,East,,120.690756,24.134711
5722,South,1,120.657348,24.13381
5723,Beitun,,120.683682,24.186365
5724,West,,120.662653,24.144416
5725,Beitun,,120.685357,24.167818
5726,North,,120.684637,24.15374
5727,Xitun,2,120.640476,24.175862
5728,Wuri,,120.613521,24.114822
5729,Nantun,,120.646455,24.125991
5730,West,9,120.665505,24.156387
5731,Shalu,,120.56063,24.222931
5732,Xitun,,120.607712,24.193078
5733,Nantun,9,120.646802,24.146809
5734,Nantun,,120.61948,24.120602
5735,Wuri,7,120.636588,24.107452
5736,South,7,120.671848,24.121079
5737,Fengyuan,1,120.720353,24.262357
5738,Nantun,2,120.653,24.148822
5739,East,2,120.692605,24.148367
5740,East,9,120.692822,24.142777
5741,Xitun,,120.637015,24.18695
5742,Longjing,,120.591415,24.181214
5743,Dongshi,,120.844104,24.245995
5744,South,1,120.666824,24.119158
5745,Taiping,,120.713147,24.160232
5746,West,9,120.655394,24.146547
5747,Tanzi,9,120.718332,24.199616
5748,West,1,120.666736,24.141067
5749,Xitun,,120.645643,24.163684
5750,North,9,120.681529,24.16545
5751,Beitun,2,120.733361,24.168985
5752,Nantun,,120.622646,24.148912
5753,Fengyuan,7,120.711711,24.250717
5754,Beitun,1,120.693267,24.182889
5755,North,8,120.685076,24.154329
5756,Xitun,,120.615468,24.189164
5757,Wufeng,1,120.701354,24.067212
5758,Longjing,,120.530328,24.189673
5759,Dali,,120.692487,24.10203
5760,Wuqi,,120.542206,24.23379
5761,Tanzi,,120.70336,24.200735
5762,Daya,2,120.667387,24.215662
5763,Nantun,,120.640379,24.144394
5764,Taiping,,120.716315,24.127958
5765,Daya,9,120.669732,24.222286
5766,Wufeng,,120.700101,24.068573
5767,Xitun,8,120.654623,24.161942
5768,Taiping,,120.710725,24.141557
5769,Nantun,1,120.649827,24.152311
5770,East,9,120.701426,24.140458
5771,Wuri,,120.615608,24.113962
5772,Shalu,8,120.568045,24.238617
5773,Taiping,4,120.7245,24.149571
5774,Daya,7,120.649738,24.222405
5775,Nantun,,120.63681,24.144627
5776,Dali,9,120.696521,24.080061
5777,Houli,,120.724734,24.309674
5778,Beitun,,120.666323,24.181903
5779,Wuqi,,120.533387,24.222708
5780,Kamioka,1,120.668507,24.278909
5781,Wufeng,1,120.696311,24.053957
5782,Qingshui,8,120.602392,24.310869
5783,South,9,120.67519,24.130783
5784,Longjing,,120.58139,24.176075
5785,West,,120.6754,24.136417
5786,West,,120.654839,24.148508
5787,North,,120.680948,24.161629
5788,Wuri,,120.59485,24.108802
5789,Nantun,9,120.634631,24.147083
5790,Nantun,,120.616574,24.153641
5791,South,1,120.678708,24.13264
5792,Longjing,1,120.585002,24.18443
5793,Taiping,,120.710725,24.141557
5794,Wufeng,,120.69599,24.065272
5795,Dali,1,120.689579,24.106326
5796,West,,120.657262,24.140026
5797,Longjing,,120.584579,24.183462
5798,North,2,120.671418,24.173307
5799,Taiping,,120.73326,24.142945
5800,Nantun,1,120.635757,24.13306
5801,Wufeng,,120.693505,24.065988
5802,Beitun,9,120.701707,24.181597
5803,Central,1,120.682905,24.140778
5804,Nantun,8,120.645901,24.153629
5805,North,1,120.671934,24.163333
5806,North,7,120.681548,24.150855
5807,North,,120.684085,24.149878
5808,Beitun,,120.690528,24.176354
5809,Xitun,,120.655099,24.176111
5810,North,,120.685231,24.158192
5811,Xitun,,120.63396,24.160565
5812,Nantun,,120.628371,24.136645
5813,East,1,120.684116,24.131982
5814,Nantun,1,120.647773,24.142601
5815,Xitun,1,120.644251,24.194815
5816,Xitun,,120.65583,24.199964
5817,North,2,120.684963,24.163905
5818,Wuri,2,120.629696,24.109163
5819,West,1,120.669011,24.137697
5820,Longjing,,120.588558,24.181285
5821,Taiping,1,120.719885,24.121204
5822,West,,120.655876,24.1477
5823,Houli,14,120.732086,24.309396
5824,Houli,7,120.717053,24.302696
5825,Longjing,1,120.585308,24.184368
5826,Dali,1,120.679764,24.105516
5827,Xitun,1,120.665984,24.178184
5828,Beitun,9,120.68061,24.17299
5829,Daya,7,120.638808,24.2323
5830,Xitun,7,120.630924,24.185432
5831,West,,120.654049,24.150715
5832,Dali,9,120.717603,24.100767
5833,Dali,2,120.689747,24.100959
5834,Nantun,9,120.624147,24.149373
5835,Wuri,9,120.60731,24.125658
5836,Longjing,9,120.547621,24.197672
5837,Xitun,1,120.652112,24.203749
5838,South,,120.679046,24.12626
5839,East,9,120.689637,24.139235
5840,Beitun,,120.727303,24.166697
5841,Dali,1,120.680652,24.103925
5842,Xitun,1,120.642535,24.164224
5843,Beitun,1,120.703819,24.178207
5844,Taiping,,120.720915,24.1181
5845,Daya,,120.648763,24.223723
5846,North,,120.6678,24.159159
5847,Fengyuan,,120.728041,24.258952
5848,North,7,120.682416,24.145861
5849,Central,,120.680562,24.138908
5850,Xitun,,120.634472,24.16849
5851,Nantun,2,120.610517,24.144119
5852,Dajia,1,120.623837,24.346437
5853,Beitun,,120.704308,24.186384
5854,East,1,120.690163,24.131725
5855,Heping,9,120.933835,24.293134
5856,Dongshi,9,120.833087,24.25352
5857,Beitun,,120.668069,24.173393
5858,Xitun,,120.652104,24.159778
5859,Xitun,,120.627073,24.159661
5860,Longjing,1,120.549825,24.189191
5861,Daya,,120.646295,24.235552
5862,Xitun,1,120.619173,24.181348
5863,Nantun,,120.612561,24.138957
5864,Xitun,9,120.645155,24.180915
5865,Dajia,1,120.652399,24.400415
5866,Xitun,,120.648127,24.169515
5867,South,,120.665687,24.125566
5868,East,1,120.685897,24.135723
5869,Xitun,,120.647561,24.159254
5870,Nantun,9,120.62204,24.145094
5871,Fengyuan,1,120.701213,24.246628
5872,Wuqi,,120.543718,24.245515
5873,Xitun,,120.654767,24.196177
5874,North,,120.667423,24.168243
5875,Nantun,8,120.650303,24.153501
5876,Wuri,,120.615654,24.113858
5877,East,1,120.69318,24.129103
5878,Wufeng,,120.698686,24.064478
5879,Wuqi,,120.547766,24.244875
5880,Nantun,,120.650298,24.139885
5881,East,,120.685909,24.143155
5882,Wufeng,1,120.714809,24.074422
5883,Xitun,2,120.58919,24.174845
5884,Daya,8,120.646045,24.223577
5885,Daya,2,120.656977,24.240758
5886,Shalu,1,120.564972,24.241809
5887,South,,120.65165,24.110122
5888,Shalu,,120.560171,24.232268
5889,West,1,120.670483,24.146154
5890,Beitun,,120.700212,24.159927
5891,Shalu,,120.579565,24.221673
5892,West,,120.672097,24.138954
5893,Qingshui,1,120.561153,24.267324
5894,Nantun,,120.645551,24.134481
5895,Shalu,,120.560813,24.242904
5896,Nantun,1,120.646841,24.150913
5897,Daya,,120.653515,24.245512
5898,Dali,1,120.67133,24.102365
5899,Beitun,1,120.686306,24.186855
5900,Beitun,1,120.676136,24.200773
5901,North,1,120.695941,24.159882
5902,Central,1,120.681707,24.142496
5903,Xitun,,120.656952,24.197693
5904,Xitun,9,120.643468,24.163702
5905,Beitun,,120.685498,24.172177
5906,North,,120.681986,24.158987
5907,East,,120.698033,24.147964
5908,Nantun,,120.648065,24.147322
5909,Wufeng,12,120.69471,24.034446
5910,Beitun,1,120.672473,24.187901
5911,Daya,,120.658512,24.230925
5912,Shalu,1,120.566961,24.238861
5913,Shalu,,120.567987,24.238264
5914,Fengyuan,,120.748587,24.273356
5915,Fengyuan,1,120.727044,24.251781
5916,Fengyuan,11,120.732627,24.264856
5917,Fengyuan,2,120.718631,24.254359
5918,Wuqi,1,120.537414,24.235061
5919,Beitun,,120.69502,24.18128
5920,Beitun,,120.720759,24.171117
5921,Dajia,,120.626183,24.34935
5922,Nantun,,120.622351,24.149103
5923,Dali,,120.689709,24.110646
5924,Beitun,,120.692623,24.178273
5925,Xitun,1,120.607156,24.160166
5926,Longjing,24,120.545055,24.192579
5927,North,,120.682982,24.154949
5928,West,,120.662078,24.154837
5929,Xitun,9,120.611832,24.193146
5930,Beitun,1,120.670453,24.178492
5931,Central,1,120.679895,24.147153
5932,Xitun,1,120.657214,24.162633
5933,Fengyuan,,120.731044,24.244748
5934,Nantun,,120.622892,24.140605
5935,Nantun,,120.633045,24.157882
5936,Longjing,,120.58156,24.17509
5937,Nantun,1,120.643827,24.149904
5938,Taiping,1,120.72683,24.134375
5939,West,,120.670488,24.151252
5940,Beitun,1,120.694119,24.16494
5941,Tanzi,,120.705432,24.213664
5942,Taiping,1,120.722063,24.155862
5943,Wuqi,,120.547054,24.233378
5944,Daya,,120.653452,24.222757
5945,Xitun,,120.613873,24.184085
5946,Dadu,,120.57991,24.166176
5947,Houli,9,120.687022,24.317401
5948,West,9,120.65836,24.133694
5949,Taiping,1,120.71596,24.134414
5950,Fengyuan,9,120.733866,24.24504
5951,Xitun,,120.63495,24.171707
5952,Wuri,1,120.643648,24.061054
5953,Nantun,,120.631729,24.120782
5954,Wuri,,120.620319,24.121721
5955,Taiping,,120.711586,24.150044
5956,Beitun,,120.690291,24.162707
5957,East,1,120.696624,24.129591
5958,Dali,,120.681096,24.115092
5959,Shalu,1,120.55979,24.229432
5960,West,,120.662941,24.156835
5961,Tanzi,,120.698415,24.216953
5962,Fengyuan,9,120.753808,24.26196
5963,Daya,,120.654274,24.211459
5964,Dali,,120.69957,24.090657
5965,Nantun,,120.634247,24.150935
5966,Beitun,,120.683834,24.19682
5967,Taiping,1,120.72861,24.155158
5968,Xitun,,120.634845,24.160867
5969,Beitun,,120.661403,24.18818
5970,North,,120.685648,24.163827
5971,Dali,1,120.687352,24.11223
5972,Qingshui,,120.57214,24.279124
5973,West,9,120.660046,24.147583
5974,North,,120.680787,24.149174
5975,West,1,120.675422,24.133556
5976,Qingshui,8,120.568818,24.272786
5977,Beitun,,120.683873,24.177113
5978,Qingshui,,120.547063,24.275497
5979,Shalu,,120.571621,24.242324
5980,Nantun,1,120.652161,24.141837
5981,Beitun,,120.685918,24.174932
5982,Central,1,120.677979,24.143801
5983,Qingshui,,120.541615,24.287869
5984,West,,120.658897,24.152539
5985,West,,120.661858,24.158651
5986,Shalu,1,120.574012,24.222275
5987,Nantun,,120.61205,24.14569
5988,West,2,120.661164,24.146836
5989,Fengyuan,,120.727058,24.259467
5990,Beitun,,120.684084,24.172353
5991,Central,1,120.679881,24.146232
5992,Daya,,120.642316,24.217126
5993,South,,120.670939,24.123744
5994,Wufeng,1,120.699085,24.067802
5995,Taiping,,120.71835,24.153612
5996,West,,120.657822,24.157829
5997,Longjing,,120.573474,24.180415
5998,North,9,120.683637,24.153381
5999,Xitun,1,120.640376,24.18224
6000,Shalu,2,120.57373,24.229068
6001,South,,120.664397,24.118613
6002,West,,120.657284,24.151175
6003,Nantun,,120.63363,24.148275
6004,Xitun,9,120.646507,24.176442
6005,Dongshi,2,120.834211,24.251109
6006,Beitun,,120.723366,24.177368
6007,Wuqi,,120.529211,24.251659
6008,Taiping,,120.715202,24.111247
6009,Beitun,1,120.662093,24.191361
6010,North,,120.692235,24.160942
6011,Qingshui,1,120.546322,24.2778
6012,Nantun,1,120.640111,24.116912
6013,Wufeng,,120.685035,24.075322
6014,Kamioka,,120.66233,24.271948
6015,Wufeng,,120.689721,24.051769
6016,Wufeng,1,120.67102,24.042909
6017,Xitun,,120.643385,24.178623
6018,Xitun,,120.642408,24.19672
6019,Longjing,1,120.585451,24.186004
6020,Central,,120.681101,24.138252
6021,Beitun,,120.686102,24.180218
6022,Dali,,120.690057,24.1098
6023,Shalu,7,120.575566,24.248564
6024,Nantun,,120.63675,24.135747
6025,Waipu,1,120.661694,24.323553
6026,Nantun,7,120.626665,24.130047
6027,Dali,2,120.679477,24.116603
6028,Xitun,,120.647847,24.196114
6029,Dali,,120.685479,24.092134
6030,Beitun,9,120.692905,24.163179
6031,Dali,19,120.679339,24.115
6032,Taiping,,120.732671,24.134804
6033,West,1,120.662369,24.157003
6034,Nantun,,120.643343,24.14598
6035,East,1,120.688484,24.135263
6036,Nantun,9,120.648198,24.12951
6037,Shalu,,120.572764,24.229585
6038,Dajia,1,120.62522,24.34896
6039,Xitun,,120.656698,24.200338
6040,Xitun,,120.633859,24.17324
6041,Xitun,,120.645191,24.162759
6042,West,1,120.651292,24.146749
6043,East,,120.701538,24.138486
6044,Nantun,,120.649601,24.155383
6045,Shalu,9,120.616417,24.240916
6046,North,7,120.677437,24.153246
6047,South,9,120.655359,24.115657
6048,Xitun,,120.637193,24.165247
6049,Beitun,,120.70314,24.169604
6050,Dali,,120.681408,24.103558
6051,Beitun,,120.720992,24.171886
6052,Fengyuan,,120.714227,24.236939
6053,Xitun,1,120.619877,24.182747
6054,Taiping,,120.717536,24.114749
6055,Houli,1,120.722783,24.284002
6056,Daya,1,120.649862,24.216272
6057,North,2,120.678313,24.163112
6058,Beitun,,120.7181,24.160098
6059,Tanzi,9,120.710339,24.20027
6060,South,,120.655066,24.12364
6061,Xitun,,120.667462,24.174015
6062,Central,,120.679681,24.142809
6063,West,,120.658121,24.147703
6064,Nantun,,120.623141,24.145201
6065,Fengyuan,,120.724867,24.260329
6066,Beitun,8,120.690559,24.175023
6067,Taiping,9,120.716561,24.125219
6068,Dadu,1,120.56698,24.122427
6069,Dali,,120.672845,24.114901
6070,Nantun,9,120.622851,24.145037
6071,Xitun,,120.656962,24.200724
6072,Xitun,,120.646483,24.175161
6073,North,,120.700557,24.154502
6074,Dali,2,120.687672,24.094782
6075,South,1,120.653763,24.116717
6076,North,,120.674903,24.147825
6077,Beitun,1,120.686261,24.169386
6078,South,7,120.655726,24.120237
6079,North,1,120.68761,24.166906
6080,Fengyuan,,120.726171,24.254582
6081,Dali,,120.699618,24.088566
6082,West,,120.658135,24.154535
6083,Houli,13,120.740204,24.271868
6084,Wuri,9,120.605584,24.118446
6085,Taiping,,120.713611,24.124992
6086,North,9,120.681126,24.16323
6087,Beitun,1,120.711822,24.172387
6088,Taiping,,120.71967,24.145373
6089,Dali,1,120.670165,24.111226
6090,Xitun,1,120.655896,24.160588
6091,Shalu,9,120.560732,24.209458
6092,Shalu,8,120.580808,24.213164
6093,Xitun,9,120.640803,24.16505
6094,Taiping,,120.7172,24.156433
6095,Xitun,1,120.634595,24.176292
6096,Xitun,9,120.63387,24.179582
6097,Xitun,,120.645658,24.18181
6098,North,,120.678273,24.171732
6099,Shalu,,120.614596,24.244151
6100,Da'an,17,120.590979,24.37578
6101,Dali,,120.680081,24.095624
6102,Dongshi,9,120.82887,24.26214
6103,East,1,120.688887,24.136154
6104,Beitun,2,120.775941,24.198543
6105,Qingshui,,120.54879,24.27998
6106,Dali,,120.688152,24.094524
6107,Beitun,9,120.766284,24.197175
6108,Xitun,9,120.64093,24.177593
6109,Daya,,120.642905,24.210132
6110,Tanzi,2,120.704284,24.210791
6111,North,1,120.683508,24.148272
6112,Beitun,1,120.676106,24.201315
6113,Dali,1,120.699119,24.089421
6114,Xitun,1,120.64693,24.168943
6115,Xitun,1,120.645136,24.177888
6116,Nantun,,120.646904,24.146825
6117,Fengyuan,,120.726301,24.247813
6118,Beitun,,120.673377,24.180445
6119,Tanzi,8,120.704886,24.207493
6120,Xitun,1,120.642264,24.177771
6121,Dajia,7,120.624421,24.344012
6122,East,,120.689243,24.141451
6123,Waipu,14,120.707756,24.345336
6124,Tanzi,9,120.701681,24.189887
6125,Xitun,,120.632083,24.169551
6126,Xitun,1,120.661908,24.170099
6127,Beitun,1,120.693269,24.17913
6128,West,8,120.665495,24.138359
6129,Beitun,1,120.686126,24.180203
6130,South,2,120.660674,24.132607
6131,North,,120.692244,24.160834
6132,South,1,120.677324,24.130531
6133,South,,120.658765,24.129105
6134,Beitun,,120.68847,24.201012
6135,South,,120.68236,24.134493
6136,South,1,120.66848,24.124283
6137,Qingshui,,120.566868,24.278431
6138,Nantun,,120.654071,24.142086
6139,Beitun,1,120.682231,24.183623
6140,North,,120.678329,24.162146
6141,Xitun,9,120.640803,24.16505
6142,South,,120.662472,24.120508
6143,Taiping,,120.714694,24.110402
6144,Xitun,,120.650848,24.16155
6145,Taiping,1,120.70454,24.155925
6146,South,1,120.648965,24.117635
6147,Dali,,120.680949,24.105836
6148,Taiping,1,120.708027,24.152682
6149,Xitun,,120.639376,24.175624
6150,Shalu,,120.577671,24.222582
6151,Nantun,9,120.628305,24.140206
6152,Wufeng,1,120.697294,24.064916
6153,North,,120.676454,24.156431
6154,Dajia,2,120.620966,24.349364
6155,Wufeng,,120.698144,24.066426
6156,Dajia,1,120.617574,24.347717
6157,Taiping,1,120.730847,24.112122
6158,North,,120.665459,24.155364
6159,Xitun,,120.640803,24.16505
6160,Taiping,1,120.721957,24.1195
6161,Houli,9,120.713783,24.317285
6162,Dali,1,120.691556,24.107745
6163,Tanzi,,120.707982,24.216634
6164,North,1,120.664933,24.165018
6165,Fengyuan,,120.721501,24.25375
6166,Kamioka,,120.696123,24.251908
6167,Xitun,9,120.644607,24.161622
6168,Beitun,,120.707717,24.182932
6169,Taiping,,120.712568,24.152317
6170,East,1,120.702184,24.138882
6171,Central,,120.684491,24.139385
6172,Taiping,1,120.724145,24.137682
6173,Shalu,,120.58054,24.216078
6174,Daya,1,120.670907,24.236927
6175,Nantun,1,120.647819,24.146813
6176,Xitun,2,120.644681,24.184426
6177,Fengyuan,,120.718015,24.25329
6178,Wuqi,,120.54753,24.246155
6179,Tanzi,8,120.706837,24.223538
6180,Fengyuan,,120.719457,24.239181
6181,Xitun,1,120.651816,24.165933
6182,East,,120.700531,24.134235
6183,Nantun,,120.635711,24.143383
6184,Beitun,1,120.681545,24.171111
6185,Wufeng,1,120.707635,24.076537
6186,Shalu,,120.565136,24.250441
6187,North,1,120.685093,24.157602
6188,Fengyuan,1,120.719824,24.25248
6189,Beitun,,120.68527,24.172028
6190,Dadu,,120.575914,24.162367
6191,Nantun,1,120.638172,24.144725
6192,Shalu,2,120.571151,24.24193
6193,Xitun,,120.640376,24.18224
6194,North,2,120.697361,24.156714
6195,Beitun,,120.697855,24.173462
6196,Taiping,,120.713061,24.133418
6197,South,1,120.650118,24.120638
6198,Dali,9,120.707526,24.08712
6199,Beitun,1,120.701831,24.182039
6200,Xitun,,120.646571,24.182994
6201,Shalu,8,120.581491,24.206029
6202,Dali,1,120.687969,24.094529
6203,Xitun,,120.642998,24.176988
6204,Beitun,1,120.720368,24.175798
6205,Dali,1,120.726248,24.091715
6206,Dali,1,120.689958,24.11157
6207,Nantun,,120.640839,24.141282
6208,Wuqi,1,120.55644,24.258739
6209,Taiping,1,120.703639,24.111208
6210,Xitun,1,120.63237,24.17033
6211,Fengyuan,9,120.718478,24.243414
6212,Nantun,1,120.606582,24.135684
6213,North,,120.679386,24.152368
6214,Kamioka,7,120.700485,24.263453
6215,Nantun,,120.608483,24.147118
6216,Central,9,120.681464,24.144027
6217,Daya,9,120.610579,24.221444
6218,West,,120.654571,24.147058
6219,Nantun,,120.609707,24.138486
6220,Nantun,1,120.628284,24.140111
6221,Dali,9,120.728671,24.087766
6222,Dajia,14,120.62144,24.346584
6223,Wufeng,9,120.700145,24.064525
6224,North,9,120.685872,24.147663
6225,Xitun,1,120.660561,24.164359
6226,North,1,120.676548,24.16324
6227,Wufeng,1,120.710549,24.072754
6228,Kamioka,,120.698897,24.248803
6229,North,2,120.677303,24.151254
6230,Xitun,8,120.593367,24.182162
6231,Xitun,1,120.645191,24.162759
6232,Dajia,,120.62202,24.358537
6233,Xitun,1,120.646958,24.15966
6234,West,1,120.666726,24.141228
6235,Wufeng,1,120.687641,24.046433
6236,West,1,120.662743,24.161205
6237,North,1,120.676541,24.163067
6238,Taiping,9,120.73459,24.148814
6239,Taiping,4,120.73377,24.156843
6240,North,9,120.682668,24.163307
6241,Wuqi,1,120.538815,24.231081
6242,Wuri,9,120.61187,24.112121
6243,Shalu,,120.57989,24.209242
6244,Dajia,1,120.625036,24.344991
6245,Wuqi,,120.536582,24.252512
6246,Heping,9,121.301861,24.324402
6247,East,,120.699719,24.140116
6248,Longjing,1,120.546154,24.194032
6249,North,1,120.693594,24.155805
6250,North,1,120.682438,24.153127
6251,Fengyuan,1,120.730044,24.253449
6252,Longjing,,120.575914,24.182709
6253,Beitun,,120.72721,24.166667
6254,Fengyuan,1,120.717598,24.251878
6255,North,1,120.67036,24.159983
6256,South,,120.679286,24.119037
6257,Dongshi,,120.805235,24.292903
6258,Xitun,,120.619088,24.181776
6259,North,9,120.681496,24.148746
6260,West,1,120.657475,24.146708
6261,Xinshe,1,120.809757,24.235398
6262,Xitun,1,120.655209,24.162631
6263,North,,120.684442,24.163018
6264,North,2,120.691041,24.158738
6265,Central,2,120.67759,24.140918
6266,Dali,,120.712308,24.08601
6267,Wuri,1,120.618729,24.102802
6268,Xitun,9,120.619281,24.187737
6269,Beitun,7,120.741983,24.180826
6270,Xitun,,120.653258,24.160817
6271,West,9,120.672886,24.151579
6272,Beitun,,120.691287,24.170528
6273,Dali,2,120.702504,24.110308
6274,Tanzi,2,120.70515,24.215575
6275,North,1,120.67051,24.155741
6276,Beitun,,120.719593,24.163112
6277,Taiping,2,120.734172,24.143938
6278,West,1,120.67358,24.140607
6279,Fengyuan,2,120.703959,24.242784
6280,Wuqi,1,120.541199,24.230419
6281,East,,120.692958,24.127731
6282,Nantun,,120.641365,24.138188
6283,Dongshi,13,120.820201,24.278603
6284,Beitun,2,120.744086,24.185738
6285,Taiping,1,120.718566,24.113739
6286,Nantun,,120.637981,24.139503
6287,Dajia,14,120.655445,24.392491
6288,Dali,1,120.695894,24.090894
6289,East,9,120.695309,24.149647
6290,Nantun,,120.630824,24.145706
6291,Fengyuan,1,120.720696,24.253835
6292,Shalu,8,120.582368,24.250181
6293,North,,120.684054,24.154645
6294,South,,120.671951,24.119277
6295,East,,120.693742,24.139979
6296,Xitun,9,120.644594,24.181857
6297,Shalu,,120.597591,24.249998
6298,North,,120.674882,24.148568
6299,Xitun,1,120.667916,24.174545
6300,West,1,120.656817,24.154677
6301,Taiping,1,120.7093,24.155056
6302,Central,,120.67894,24.141902
6303,South,1,120.681892,24.130027
6304,Nantun,1,120.637309,24.130189
6305,Nantun,,120.649479,24.150799
6306,Dali,7,120.680761,24.104977
6307,North,,120.680976,24.163174
6308,South,,120.679286,24.119037
6309,South,1,120.662411,24.120844
6310,Nantun,1,120.631748,24.125647
6311,North,,120.685371,24.15635
6312,Dajia,1,120.617231,24.346948
6313,Fengyuan,9,120.722174,24.256893
6314,Taiping,1,120.712983,24.158825
6315,Nantun,,120.642414,24.146681
6316,Beitun,9,120.679033,24.198128
6317,Nantun,,120.649312,24.151109
6318,West,,120.661673,24.150865
6319,South,,120.652873,24.108827
6320,Wuri,,120.62782,24.104351
6321,Beitun,2,120.693882,24.166707
6322,Xitun,,120.638064,24.171066
6323,East,9,120.687255,24.142351
6324,Taiping,7,120.736653,24.132751
6325,Shigang,,120.764348,24.277077
6326,Dali,,120.690704,24.098029
6327,Fengyuan,,120.70719,24.241334
6328,Nantun,,120.597199,24.155606
6329,Shalu,,120.56471,24.247401
6330,Dali,,120.680865,24.104523
6331,West,,120.652997,24.146726
6332,Longjing,8,120.583314,24.18736
6333,Taiping,1,120.719284,24.125931
6334,Wuri,8,120.599642,24.110249
6335,Nantun,,120.638358,24.147176
6336,Wufeng,12,120.699138,24.068397
6337,Taiping,,120.712719,24.145966
6338,Shalu,2,120.557636,24.23354
6339,Kamioka,,120.650053,24.249178
6340,Xitun,,120.607906,24.183834
6341,West,,120.660166,24.153717
6342,Dali,2,120.688274,24.094231
6343,Taiping,,120.726393,24.141526
6344,Qingshui,7,120.54416,24.268027
6345,South,,120.648654,24.119707
6346,Wuqi,,120.534835,24.250698
6347,Beitun,9,120.685928,24.175435
6348,Xitun,,120.61408,24.186958
6349,South,8,120.668108,24.129173
6350,Xitun,,120.640788,24.166853
6351,West,7,120.660383,24.158361
6352,Dali,,120.695773,24.096526
6353,Taiping,,120.729195,24.140788
6354,Beitun,,120.686282,24.185104
6355,Beitun,,120.671487,24.173901
6356,Nantun,,120.626605,24.151488
6357,Nantun,8,120.649581,24.153579
6358,Daya,,120.644009,24.222414
6359,West,,120.671017,24.152749
6360,West,,120.654097,24.151188
6361,Beitun,,120.68847,24.201012
6362,Nantun,,120.64589,24.134843
6363,East,7,120.688301,24.136355
6364,Beitun,,120.680502,24.180582
