Accident_index,Road_category,Speed_limit,Road_type,Pavement,Road_defect,Signal_type,GPS_X,GPS_Y
6090,6,50,4,1,4,4,120.655896,24.160588
6091,6,60,13,1,3,4,120.560732,24.209458
6092,6,40,13,1,4,4,120.580808,24.213164
6093,6,50,13,1,4,1,120.640803,24.16505
6094,6,80,,,,,120.7172,24.156433
6095,6,50,3,1,4,1,120.634595,24.176292
6096,6,50,9,1,4,4,120.63387,24.179582
6097,6,30,,,,,120.645658,24.18181
6098,6,50,,,,,120.678273,24.171732
6099,6,70,,,,,120.614596,24.244151
6100,6,80,10,1,4,4,120.590979,24.37578
6101,6,50,,,,,120.680081,24.095624
6102,6,50,13,1,4,4,120.82887,24.26214
6103,6,30,4,1,4,4,120.688887,24.136154
6104,6,50,4,1,4,1,120.775941,24.198543
6105,6,60,,,,,120.54879,24.27998
6106,6,50,,,,,120.688152,24.094524
6107,6,50,11,1,4,4,120.766284,24.197175
6108,6,30,13,1,4,4,120.64093,24.177593
6109,6,30,,,,,120.642905,24.210132
6110,6,50,5,1,4,3,120.704284,24.210791
6111,6,50,4,1,4,1,120.683508,24.148272
6112,6,50,4,1,4,2,120.676106,24.201315
6113,6,50,4,1,4,4,120.699119,24.089421
6114,6,40,4,1,4,2,120.64693,24.168943
6115,6,50,3,1,4,4,120.645136,24.177888
6116,6,50,,,,,120.646904,24.146825
6117,6,30,,,,,120.726301,24.247813
6118,6,50,,,,,120.673377,24.180445
6119,6,60,13,1,4,4,120.704886,24.207493
6120,6,50,4,1,4,2,120.642264,24.177771
6121,6,50,13,1,4,4,120.624421,24.344012
6122,6,50,,,,,120.689243,24.141451
6123,6,30,3,1,4,4,120.707756,24.345336
6124,6,50,13,1,4,4,120.701681,24.189887
6125,6,60,,,,,120.632083,24.169551
6126,6,50,4,1,4,1,120.661908,24.170099
6127,6,50,4,1,4,4,120.693269,24.17913
6128,6,50,13,1,4,4,120.665495,24.138359
6129,6,50,4,1,4,1,120.686126,24.180203
6130,6,40,3,1,4,3,120.660674,24.132607
6131,6,50,,,,,120.692244,24.160834
6132,6,50,4,1,4,1,120.677324,24.130531
6133,6,50,,,,,120.658765,24.129105
6134,6,80,,,,,120.68847,24.201012
6135,6,50,,,,,120.68236,24.134493
6136,6,40,3,1,4,4,120.66848,24.124283
6137,6,50,,,,,120.566868,24.278431
6138,6,30,,,,,120.654071,24.142086
6139,6,50,4,1,4,2,120.682231,24.183623
6140,6,50,,,,,120.678329,24.162146
6141,6,50,13,1,4,4,120.640803,24.16505
6142,6,50,,,,,120.662472,24.120508
6143,6,50,,,,,120.714694,24.110402
6144,6,50,,,,,120.650848,24.16155
6145,6,50,4,1,4,1,120.70454,24.155925
6146,6,50,3,1,4,3,120.648965,24.117635
6147,6,50,,,,,120.680949,24.105836
6148,6,50,4,1,4,1,120.708027,24.152682
6149,6,30,,,,,120.639376,24.175624
6150,6,50,,,,,120.577671,24.222582
6151,6,50,13,1,4,1,120.628305,24.140206
6152,6,50,3,1,4,1,120.697294,24.064916
6153,6,50,,,,,120.676454,24.156431
6154,6,50,4,1,4,1,120.620966,24.349364
6155,6,50,,,,,120.698144,24.066426
6156,6,50,3,1,4,4,120.617574,24.347717
6157,6,50,4,1,4,1,120.730847,24.112122
6158,6,50,,,,,120.665459,24.155364
6159,6,50,,,,,120.640803,24.16505
6160,6,50,3,1,4,3,120.721957,24.1195
6161,6,30,13,1,4,4,120.713783,24.317285
6162,6,50,4,1,4,3,120.691556,24.107745
6163,6,30,,,,,120.707982,24.216634
6164,6,50,4,1,4,1,120.664933,24.165018
6165,6,30,,,,,120.721501,24.25375
6166,6,50,,,,,120.696123,24.251908
6167,6,50,13,1,4,4,120.644607,24.161622
6168,6,50,,,,,120.707717,24.182932
6169,6,50,,,,,120.712568,24.152317
6170,6,50,4,1,4,1,120.702184,24.138882
6171,6,50,,,,,120.684491,24.139385
6172,6,50,3,1,4,4,120.724145,24.137682
6173,6,40,,,,,120.58054,24.216078
6174,6,30,4,1,4,4,120.670907,24.236927
6175,6,50,4,1,4,1,120.647819,24.146813
6176,6,50,4,1,4,1,120.644681,24.184426
6177,6,50,,,,,120.718015,24.25329
6178,6,40,,,,,120.54753,24.246155
6179,6,60,13,1,4,4,120.706837,24.223538
6180,6,50,,,,,120.719457,24.239181
6181,6,50,4,1,4,1,120.651816,24.165933
6182,6,50,,,,,120.700531,24.134235
6183,6,50,,,,,120.635711,24.143383
6184,6,50,4,1,4,1,120.681545,24.171111
6185,6,50,4,1,4,1,120.707635,24.076537
6186,6,50,,,,,120.565136,24.250441
6187,6,50,3,1,4,2,120.685093,24.157602
6188,6,50,4,1,4,4,120.719824,24.25248
6189,6,50,,,,,120.68527,24.172028
6190,6,30,,,,,120.575914,24.162367
6191,6,50,4,1,4,4,120.638172,24.144725
6192,6,30,3,1,4,4,120.571151,24.24193
6193,6,50,,,,,120.640376,24.18224
6194,6,50,4,1,4,3,120.697361,24.156714
6195,6,0,,,,,120.697855,24.173462
6196,6,50,,,,,120.713061,24.133418
6197,6,50,4,1,4,2,120.650118,24.120638
6198,6,50,13,1,4,4,120.707526,24.08712
6199,6,50,4,1,4,2,120.701831,24.182039
6200,6,30,,,,,120.646571,24.182994
6201,6,40,13,1,4,4,120.581491,24.206029
6202,6,50,4,1,4,1,120.687969,24.094529
6203,6,30,,,,,120.642998,24.176988
6204,6,50,3,1,4,4,120.720368,24.175798
6205,6,50,3,1,4,4,120.726248,24.091715
6206,6,50,3,1,4,1,120.689958,24.11157
6207,6,1,,,,,120.640839,24.141282
6208,6,30,4,1,4,4,120.55644,24.258739
6209,6,50,4,1,4,3,120.703639,24.111208
6210,6,40,4,1,4,1,120.63237,24.17033
6211,6,50,13,1,4,4,120.718478,24.243414
6212,6,50,3,1,4,4,120.606582,24.135684
6213,6,50,,,,,120.679386,24.152368
6214,6,50,13,1,4,4,120.700485,24.263453
6215,6,50,,,,,120.608483,24.147118
6216,6,50,13,1,4,4,120.681464,24.144027
6217,6,30,13,1,4,4,120.610579,24.221444
6218,6,50,,,,,120.654571,24.147058
6219,6,50,,,,,120.609707,24.138486
6220,6,50,5,1,4,2,120.628284,24.140111
6221,6,50,13,1,4,4,120.728671,24.087766
6222,6,40,13,1,4,4,120.62144,24.346584
6223,6,50,13,1,4,4,120.700145,24.064525
6224,6,50,13,1,4,4,120.685872,24.147663
6225,6,50,5,1,4,2,120.660561,24.164359
6226,6,50,4,1,4,1,120.676548,24.16324
6227,6,50,3,1,4,4,120.710549,24.072754
6228,6,50,,,,,120.698897,24.248803
6229,6,50,4,1,4,1,120.677303,24.151254
6230,6,40,13,1,4,4,120.593367,24.182162
6231,6,50,3,1,4,2,120.645191,24.162759
6232,6,50,,,,,120.62202,24.358537
6233,6,50,3,1,4,4,120.646958,24.15966
6234,6,50,4,1,4,1,120.666726,24.141228
6235,6,50,4,1,4,4,120.687641,24.046433
6236,6,50,4,1,4,2,120.662743,24.161205
6237,6,50,4,1,4,1,120.676541,24.163067
6238,6,50,3,1,4,4,120.73459,24.148814
6239,6,50,3,1,4,1,120.73377,24.156843
6240,6,50,13,1,4,4,120.682668,24.163307
6241,6,30,4,1,4,4,120.538815,24.231081
6242,6,50,11,1,4,4,120.61187,24.112121
6243,6,50,,,,,120.57989,24.209242
6244,6,50,4,1,4,4,120.625036,24.344991
6245,6,50,,,,,120.536582,24.252512
6246,6,30,11,1,4,4,121.301861,24.324402
6247,6,50,,,,,120.699719,24.140116
6248,6,30,3,1,4,1,120.546154,24.194032
6249,6,50,4,1,4,4,120.693594,24.155805
6250,6,50,4,1,4,1,120.682438,24.153127
6251,6,50,3,1,4,1,120.730044,24.253449
6252,6,40,,,,,120.575914,24.182709
6253,6,50,,,,,120.72721,24.166667
6254,6,50,5,1,4,1,120.717598,24.251878
6255,6,50,3,1,4,4,120.67036,24.159983
6256,6,50,,,,,120.679286,24.119037
6257,6,40,,,,,120.805235,24.292903
6258,6,50,,,,,120.619088,24.181776
6259,6,50,13,1,4,4,120.681496,24.148746
6260,6,50,4,1,4,1,120.657475,24.146708
6261,6,50,3,1,4,4,120.809757,24.235398
6262,6,50,4,1,4,1,120.655209,24.162631
6263,6,50,,,,,120.684442,24.163018
6264,6,50,4,1,4,1,120.691041,24.158738
6265,6,50,4,1,4,1,120.67759,24.140918
6266,6,50,,,,,120.712308,24.08601
6267,6,40,3,1,4,1,120.618729,24.102802
6268,6,50,13,1,4,4,120.619281,24.187737
6269,6,50,12,1,4,4,120.741983,24.180826
6270,6,60,,,,,120.653258,24.160817
6271,6,50,4,1,4,4,120.672886,24.151579
6272,6,50,,,,,120.691287,24.170528
6273,6,30,4,1,4,4,120.702504,24.110308
6274,6,60,4,1,4,2,120.70515,24.215575
6275,6,50,4,1,4,1,120.67051,24.155741
6276,6,50,,,,,120.719593,24.163112
6277,6,50,3,1,4,3,120.734172,24.143938
6278,6,50,4,1,4,2,120.67358,24.140607
6279,6,30,4,1,4,4,120.703959,24.242784
6280,6,30,4,1,4,4,120.541199,24.230419
6281,6,50,,,,,120.692958,24.127731
6282,6,40,,,,,120.641365,24.138188
6283,6,10,13,1,4,4,120.820201,24.278603
6284,6,50,3,1,4,2,120.744086,24.185738
6285,6,50,4,1,4,4,120.718566,24.113739
6286,6,50,,,,,120.637981,24.139503
6287,6,50,13,1,4,4,120.655445,24.392491
6288,6,50,3,1,4,4,120.695894,24.090894
6289,6,50,13,1,4,4,120.695309,24.149647
6290,6,50,,,,,120.630824,24.145706
6291,6,50,4,1,4,1,120.720696,24.253835
6292,6,40,13,1,4,4,120.582368,24.250181
6293,6,50,,,,,120.684054,24.154645
6294,6,50,,,,,120.671951,24.119277
6295,6,50,,,,,120.693742,24.139979
6296,6,30,13,1,4,4,120.644594,24.181857
6297,6,60,,,,,120.597591,24.249998
6298,6,40,,,,,120.674882,24.148568
6299,6,50,4,1,4,2,120.667916,24.174545
6300,6,30,4,1,4,4,120.656817,24.154677
6301,6,30,3,1,4,4,120.7093,24.155056
6302,6,50,,,,,120.67894,24.141902
6303,6,30,4,1,4,4,120.681892,24.130027
6304,6,50,4,1,4,1,120.637309,24.130189
6305,6,50,,,,,120.649479,24.150799
6306,6,40,5,1,4,1,120.680761,24.104977
6307,6,50,,,,,120.680976,24.163174
6308,6,50,,,,,120.679286,24.119037
6309,6,50,5,1,4,4,120.662411,24.120844
6310,6,50,4,1,4,1,120.631748,24.125647
6311,6,50,,,,,120.685371,24.15635
6312,6,60,4,1,4,1,120.617231,24.346948
6313,6,30,11,1,4,4,120.722174,24.256893
6314,6,50,4,1,4,1,120.712983,24.158825
6315,6,50,,,,,120.642414,24.146681
6316,6,50,13,1,4,4,120.679033,24.198128
6317,6,50,,,,,120.649312,24.151109
6318,6,50,,,,,120.661673,24.150865
6319,6,50,,,,,120.652873,24.108827
6320,6,60,,,,,120.62782,24.104351
6321,6,50,4,1,4,1,120.693882,24.166707
6322,6,30,,,,,120.638064,24.171066
6323,6,50,13,1,4,4,120.687255,24.142351
6324,6,40,8,1,4,4,120.736653,24.132751
6325,6,70,,,,,120.764348,24.277077
6326,6,80,,,,,120.690704,24.098029
6327,6,30,,,,,120.70719,24.241334
6328,6,60,,,,,120.597199,24.155606
6329,6,50,,,,,120.56471,24.247401
6330,6,50,,,,,120.680865,24.104523
6331,6,50,,,,,120.652997,24.146726
6332,6,40,13,1,4,4,120.583314,24.18736
6333,6,30,4,1,4,4,120.719284,24.125931
6334,6,40,11,1,4,4,120.599642,24.110249
6335,6,50,,,,,120.638358,24.147176
6336,6,50,13,1,4,4,120.699138,24.068397
6337,6,50,,,,,120.712719,24.145966
6338,6,50,3,1,4,4,120.557636,24.23354
6339,6,30,,,,,120.650053,24.249178
6340,6,40,,,,,120.607906,24.183834
6341,6,50,,,,,120.660166,24.153717
6342,6,40,4,1,4,4,120.688274,24.094231
6343,6,30,,,,,120.726393,24.141526
6344,6,60,4,1,4,1,120.54416,24.268027
6345,6,50,,,,,120.648654,24.119707
6346,6,40,,,,,120.534835,24.250698
6347,6,50,13,1,4,4,120.685928,24.175435
6348,6,0,,,,,120.61408,24.186958
6349,6,50,13,1,4,4,120.668108,24.129173
6350,6,40,,,,,120.640788,24.166853
6351,6,50,13,1,4,4,120.660383,24.158361
6352,6,50,,,,,120.695773,24.096526
6353,6,30,,,,,120.729195,24.140788
6354,6,50,,,,,120.686282,24.185104
6355,6,50,,,,,120.671487,24.173901
6356,6,50,,,,,120.626605,24.151488
6357,6,40,13,1,4,4,120.649581,24.153579
6358,6,30,,,,,120.644009,24.222414
6359,6,50,,,,,120.671017,24.152749
6360,6,50,,,,,120.654097,24.151188
6361,6,80,,,,,120.68847,24.201012
6362,6,50,,,,,120.64589,24.134843
6363,6,50,13,1,4,4,120.688301,24.136355
6364,6,50,,,,,120.680502,24.180582
6365,6,50,,,,,120.710578,24.178236
6366,6,50,4,1,4,1,120.564102,24.277218
6367,6,30,,,,,120.641212,24.172819
6368,6,50,,,,,120.674848,24.110141
6369,6,50,3,1,4,1,120.707293,24.247252
6370,6,50,,,,,120.684574,24.142418
6371,6,50,4,1,4,2,120.638827,24.180171
6372,6,30,13,1,4,4,120.640976,24.100705
6373,6,30,,,,,120.640261,24.172202
6374,6,70,,,,,120.58756,24.185386
6375,6,50,13,1,4,4,120.645832,24.110255
6376,6,50,3,1,4,4,120.690693,24.110024
6377,6,50,5,1,4,1,120.705568,24.130358
6378,6,60,,,,,120.624169,24.104582
6379,6,50,13,1,4,4,120.645189,24.192269
6380,6,50,,,,,120.666736,24.141067
6381,6,30,3,1,4,4,120.692394,24.091319
6382,6,70,13,1,4,4,120.595883,24.302761
6383,6,50,13,1,4,4,120.646483,24.175161
6384,6,50,,,,,120.669131,24.152427
6385,6,50,13,1,4,4,120.681891,24.129472
6386,6,50,4,1,4,4,120.622471,24.346142
6387,6,50,,,,,120.682927,24.269393
6388,6,50,,,,,120.719732,24.176013
6389,6,50,13,1,4,4,120.715181,24.073668
6390,6,50,,,,,120.614756,24.117754
6391,6,40,,,,,120.707506,24.136291
6392,6,50,,,,,120.67221,24.105065
6393,6,50,,,,,120.678785,24.150601
6394,6,50,4,1,4,1,120.654577,24.136666
6395,6,30,13,1,4,4,120.733867,24.274496
6396,6,50,,,,,120.720449,24.078257
6397,6,1,,,,,120.839682,24.20951
6398,6,50,,,,,120.564356,24.238171
6399,6,0,,,,,120.705353,24.213282
6400,6,50,13,1,4,4,120.638687,24.139601
6401,6,50,,,,,120.627427,24.154732
6402,6,50,3,1,4,4,120.514851,24.198215
6403,6,50,4,1,4,4,120.673517,24.142047
6404,6,40,3,1,4,2,120.650673,24.175868
6405,6,50,13,1,4,2,120.714351,24.236962
6406,6,50,,,,,120.700103,24.138881
6407,6,50,,,,,120.713379,24.144591
6408,6,50,3,1,4,1,120.694593,24.089306
6409,6,50,4,1,4,2,120.685985,24.181447
6410,6,50,13,1,4,4,120.661057,24.167141
6411,6,50,3,1,4,4,120.646508,24.154695
6412,6,30,3,1,4,4,120.634774,24.293011
6413,6,50,4,1,4,2,120.72005,24.262213
6414,6,50,,,,,120.808202,24.24068
6415,6,60,4,1,4,4,120.665807,24.106019
6416,6,50,,,,,120.663979,24.200782
6417,6,30,,,,,120.617333,24.110491
6418,6,50,,,,,120.637876,24.148751
6419,6,50,4,1,4,1,120.639112,24.34157
6420,6,50,4,1,4,1,120.667144,24.128928
6421,6,50,13,1,4,4,120.718417,24.142334
6422,6,30,,,,,120.700806,24.149081
6423,6,50,,,,,120.606367,24.108529
6424,6,50,4,1,4,1,120.6349,24.152563
6425,6,50,4,1,4,1,120.655117,24.1761
6426,6,50,3,1,4,4,120.670489,24.151591
6427,6,50,3,1,4,1,120.636374,24.234826
6428,6,50,13,1,4,4,120.711607,24.126559
6429,6,50,5,1,4,1,120.686252,24.15482
6430,6,60,13,1,4,4,120.68844,24.21689
6431,6,50,4,1,4,2,120.639083,24.164986
6432,6,50,13,1,4,4,120.623483,24.106331
6433,6,30,3,1,4,4,120.643359,24.061729
6434,6,40,,,,,120.683275,24.16328
6435,6,60,,,,,120.617645,24.113703
6436,6,50,,,,,120.726711,24.257902
6437,6,50,4,1,4,1,120.679497,24.142426
6438,6,40,,,,,120.684749,24.186759
6439,6,30,3,1,4,4,120.579585,24.169556
6440,6,60,,,,,120.573391,24.244983
6441,6,50,13,1,4,4,120.721618,24.179295
6442,6,50,5,1,4,2,120.690113,24.113035
6443,6,50,,,,,120.699719,24.14029
6444,6,40,13,1,4,4,120.718255,24.253182
6445,6,50,,,,,120.636485,24.162091
6446,6,40,3,1,4,2,120.614123,24.183851
6447,6,50,4,1,4,1,120.717063,24.322298
6448,6,50,13,1,4,4,120.654889,24.122055
6449,6,50,3,1,4,2,120.722421,24.260663
6450,6,50,,,,,120.680224,24.160447
6451,6,50,,,,,120.718812,24.148892
6452,6,50,,,,,120.670077,24.114787
6453,6,50,,,,,120.721079,24.182135
6454,6,50,,,,,120.737155,24.25577
6455,6,50,,,,,120.615271,24.110136
6456,6,60,3,1,4,4,120.702427,24.188273
6457,6,40,,,,,120.617475,24.118395
6458,6,50,13,1,4,4,120.658594,24.164806
6459,6,50,,,,,120.699734,24.144469
6460,6,50,,,,,120.637979,24.180788
6461,6,40,,,,,120.686616,24.049237
6462,6,30,12,1,4,4,120.586559,24.133446
6463,6,40,13,1,4,2,120.581769,24.209722
6464,6,30,3,1,4,4,120.719322,24.309941
6465,6,50,4,1,4,1,120.69226,24.181621
6466,6,30,4,1,4,4,120.643742,24.181789
6467,6,30,,,,,120.700789,24.184264
6468,6,50,13,1,4,4,120.81748,24.214983
6469,6,50,11,1,4,4,120.8131,24.257928
6470,6,50,,,,,120.712867,24.157746
6471,6,40,,,,,120.56755,24.206374
6472,6,30,,,,,120.639932,24.180999
6473,6,50,,,,,120.634595,24.176292
6474,6,50,13,1,4,4,120.771643,24.197456
6475,6,40,,,,,120.634688,24.175981
6476,6,50,,,,,120.682607,24.111859
6477,6,50,4,1,4,4,120.620856,24.346079
6478,6,30,3,1,4,4,120.621067,24.145367
6479,6,50,13,1,4,1,120.687127,24.136224
6480,6,50,,,,,120.68388,24.142488
6481,6,50,4,1,4,3,120.701285,24.251371
6482,6,40,,,,,120.649834,24.162606
6483,6,40,13,1,4,4,120.669225,24.166747
6484,6,50,4,1,4,4,120.562555,24.224398
6485,6,50,3,1,4,4,120.728385,24.091208
6486,6,50,,,,,120.63229,24.18297
6487,6,30,,,,,120.717657,24.146504
6488,6,30,11,1,4,4,120.664795,24.077271
6489,6,50,,,,,120.648525,24.136053
6490,6,40,,,,,120.639636,24.165
6491,6,50,4,1,4,1,120.689732,24.157788
6492,6,50,13,1,4,2,120.720587,24.176073
6493,6,50,4,1,4,4,120.747427,24.193654
6494,6,50,,,,,120.604775,24.31518
6495,6,30,4,1,4,4,120.711315,24.065603
6496,6,60,4,1,4,4,120.688508,24.101496
6497,6,30,4,1,4,4,120.712672,24.125769
6498,6,30,,,,,120.584694,24.183164
6499,6,60,13,1,4,2,120.692374,24.045671
6500,6,50,4,1,4,3,120.680188,24.04964
6501,6,50,,,,,120.557088,24.275625
6502,6,50,4,1,4,1,120.705099,24.148151
6503,6,50,,,,,120.663975,24.189447
6504,6,50,3,1,4,4,120.803051,24.234557
6505,6,30,13,1,4,4,120.697254,24.244861
6506,6,50,13,1,4,4,120.711797,24.148197
6507,6,50,13,1,4,4,120.622315,24.348649
6508,6,50,13,1,4,4,120.641986,24.141126
6509,6,50,13,1,4,4,120.642351,24.142057
6510,6,50,4,1,4,1,120.675085,24.167005
6511,6,50,4,1,4,1,120.671456,24.17374
6512,6,30,,,,,120.70177,24.112291
6513,6,50,13,1,4,2,120.570718,24.121074
6514,6,,,,,,120.678965,24.171
6515,6,50,,,,,120.685906,24.158692
6516,6,1,18,1,4,4,120.615045,24.182752
6517,6,50,,,,,120.695539,24.144692
6518,6,40,,,,,120.720296,24.234967
6519,6,50,,,,,120.70354,24.211594
6520,6,50,4,1,4,2,120.676939,24.106446
6521,6,30,11,1,4,4,120.674124,24.226914
6522,6,50,,,,,120.643772,24.173879
6523,6,50,4,1,4,1,120.651371,24.134904
6524,6,30,3,1,4,4,120.651412,24.167214
6525,6,50,3,1,4,4,120.620069,24.189247
6526,6,50,3,1,4,4,120.571357,24.24519
6527,6,50,4,1,4,4,120.548707,24.274888
6528,6,50,13,1,4,4,120.717361,24.258037
6529,6,40,,,,,120.686552,24.163199
6530,6,50,,,,,120.662798,24.20154
6531,6,30,,,,,120.654447,24.172623
6532,6,50,,,,,120.718328,24.159677
6533,6,50,,,,,120.686119,24.154779
6534,6,80,,,,,120.634948,24.179291
6535,6,40,,,,,120.635738,24.181743
6536,6,50,13,1,4,4,120.507009,24.212202
6537,6,50,4,1,4,1,120.649623,24.162898
6538,6,50,13,1,4,4,120.714207,24.178152
6539,6,40,13,1,4,4,120.581084,24.180522
6540,6,60,3,1,4,1,120.556112,24.212822
6541,6,70,4,1,4,1,120.633729,24.361061
6542,6,50,4,1,4,1,120.685102,24.160322
6543,6,50,,,,,120.677303,24.151254
6544,6,50,4,1,4,1,120.646151,24.404363
6545,6,50,3,1,4,3,120.620652,24.171789
6546,6,50,3,1,4,4,120.698448,24.10953
6547,6,50,,,,,120.63526,24.162991
6548,6,40,4,1,4,1,120.70128,24.142716
6549,6,50,,,,,120.768295,24.198034
6550,6,40,,,,,120.629202,24.144908
6551,6,50,4,1,4,1,120.733249,24.142574
6552,6,50,4,1,4,1,120.676394,24.176982
6553,6,40,,,,,120.68653,24.155418
6554,6,50,4,1,4,1,120.657578,24.124635
6555,6,50,13,1,4,4,120.673297,24.136569
6556,6,50,13,1,4,4,120.607082,24.138066
6557,6,50,4,1,4,1,120.707127,24.138349
6558,6,50,,,,,120.637989,24.142355
6559,6,50,,,,,120.57558,24.215354
6560,6,50,,,,,120.698033,24.147964
6561,6,50,,,,,120.693876,24.132952
6562,6,50,,,,,120.653694,24.159106
6563,6,50,,,,,120.650796,24.165115
6564,6,50,,,,,120.675975,24.141326
6565,6,50,4,1,4,4,120.692913,24.086302
6566,6,40,,,,,120.701969,24.277199
6567,6,40,11,1,4,4,120.586721,24.112789
6568,6,30,13,1,4,4,120.67787,24.264461
6569,6,50,,,,,120.648559,24.197001
6570,6,50,18,1,4,4,120.587287,24.113192
6571,6,50,4,1,4,1,120.633318,24.123787
6572,6,50,,,,,120.718121,24.182452
6573,6,40,3,1,4,1,120.660077,24.174409
6574,6,50,,,,,120.656532,24.197908
6575,6,50,,,,,120.65317,24.132008
6576,6,50,,,,,120.705208,24.136938
6577,6,50,13,1,4,4,120.729331,24.150084
6578,6,50,,,,,120.639426,24.157098
6579,6,60,,,,,120.705421,24.213622
6580,6,50,3,1,4,4,120.624398,24.175478
6581,6,50,4,1,4,1,120.669997,24.122365
6582,6,50,,,,,120.635894,24.138506
6583,6,50,13,1,4,4,120.642008,24.151243
6584,6,30,13,1,4,4,120.673305,24.232385
6585,6,50,,,,,120.672078,24.175547
6586,6,30,4,1,4,4,120.569529,24.230338
6587,6,50,,,,,120.68616,24.146227
6588,6,30,,,,,120.71579,24.073832
6589,6,50,,,,,120.627712,24.111402
6590,6,50,,,,,120.63106,24.144827
6591,6,50,,,,,120.721491,24.17913
6592,6,50,10,1,4,1,120.61312,24.10284
6593,6,50,,,,,120.660632,24.25911
6594,6,50,,,,,120.682089,24.154584
6595,6,40,3,1,4,4,120.694843,24.204216
6596,6,50,,,,,120.7055,24.111569
6597,6,50,,,,,120.736119,24.133188
6598,6,50,,,,,120.665368,24.191184
6599,6,50,13,1,4,4,120.706583,24.136526
6600,6,30,3,1,4,4,120.557798,24.121437
6601,6,50,4,1,4,1,120.706326,24.148564
6602,6,50,,,,,120.717698,24.128481
6603,6,40,13,1,4,4,120.662959,24.167891
6604,6,30,,,,,120.715493,24.259617
6605,6,50,4,1,4,2,120.636205,24.146723
6606,6,50,4,1,4,1,120.702698,24.088241
6607,6,50,,,,,120.673206,24.109086
6608,6,50,4,1,4,2,120.662616,24.155194
6609,6,30,13,1,4,4,120.563944,24.241908
6610,6,50,13,1,4,4,120.617636,24.185836
6611,6,50,,,,,120.554935,24.254051
6612,6,30,,,,,120.683412,24.082423
6613,6,50,,,,,120.646371,24.182947
6614,6,50,,,,,120.62579,24.372134
6615,6,50,,,,,120.725587,24.240433
6616,6,50,,,,,120.654467,24.15467
6617,6,50,,,,,120.677368,24.200772
6618,6,50,13,1,4,4,120.651199,24.227892
6619,6,50,,,,,120.608073,24.117734
6620,6,40,,,,,120.646397,24.167884
6621,6,40,5,1,4,1,120.575133,24.184918
6622,6,90,,,,,120.528908,24.232642
6623,6,50,4,1,4,2,120.646568,24.134613
6624,6,50,13,1,4,4,120.698623,24.127388
6625,6,60,,,,,120.692439,24.045613
6626,6,50,3,1,4,4,120.691444,24.14742
6627,6,70,13,1,4,4,120.62654,24.358571
6628,6,40,,,,,120.629534,24.164796
6629,6,70,13,1,4,1,120.642273,24.229109
6630,6,50,3,1,4,4,120.682838,24.176187
6631,6,50,4,1,4,2,120.665757,24.140083
6632,6,50,,,,,120.606558,24.19222
6633,6,50,,,,,120.6169,24.152705
6634,6,50,,,,,120.648068,24.226819
6635,6,50,13,1,4,4,120.61553,24.11295
6636,6,50,13,1,4,4,120.720412,24.11876
6637,6,40,,,,,120.637872,24.134085
6638,6,50,,,,,120.664664,24.087186
6639,6,50,3,1,4,4,120.666407,24.13672
6640,6,40,13,1,4,4,120.690626,24.129934
6641,6,50,,,,,120.676754,24.17269
6642,6,50,,,,,120.647809,24.22326
6643,6,50,3,1,4,1,120.662178,24.11688
6644,6,,13,1,4,4,120.660385,24.11506
6645,6,50,,,,,120.656171,24.166272
6646,6,50,13,1,4,4,120.632775,24.180337
6647,6,40,,,,,120.586802,24.173991
6648,6,50,,,,,120.74946,24.268541
6649,6,50,,,,,120.707128,24.196635
6650,6,50,3,1,4,4,120.621033,24.186792
6651,6,30,,,,,120.705461,24.233978
6652,6,50,,,,,120.661303,24.171994
6653,6,50,,,,,120.674616,24.162533
6654,6,40,,,,,120.656471,24.160627
6655,6,50,4,1,4,4,120.598809,24.192064
6656,6,0,,,,,120.595073,24.112093
6657,6,50,3,1,4,3,120.718267,24.122976
6658,6,50,13,1,4,4,120.645655,24.221426
6659,6,50,4,1,4,2,120.653312,24.127257
6660,6,50,,,,,120.708561,24.250089
6661,6,50,4,1,4,4,120.680788,24.13791
6662,6,50,,,,,120.647797,24.223869
6663,6,,,,,,120.637336,24.119396
6664,6,50,,,,,120.755258,24.199951
6665,6,50,,,,,120.632917,24.205233
6666,6,50,,,,,120.698231,24.070728
6667,6,50,,,,,120.705916,24.095393
6668,6,50,4,1,4,2,120.641103,24.173546
6669,6,30,3,1,4,4,120.689178,24.160738
6670,6,50,,,,,120.644974,24.175315
6671,6,50,,,,,120.716796,24.166594
6672,6,50,4,1,4,4,120.657018,24.130546
6673,6,50,,,,,120.684761,24.101526
6674,6,50,,,,,120.703948,24.216003
6675,6,50,,,,,120.688192,24.044682
6676,6,40,13,1,4,2,120.593072,24.182623
6677,6,30,,,,,120.571797,24.279362
6678,6,50,,,,,120.657027,24.137148
6679,6,50,,,,,120.52656,24.22281
6680,6,30,3,1,4,4,120.685266,24.106077
6681,6,40,,,,,120.576988,24.272446
6682,6,50,4,1,4,1,120.664943,24.165071
6683,6,50,,,,,120.673727,24.165133
6684,6,50,,,,,120.623455,24.14499
6685,6,50,,,,,120.714883,24.163829
6686,6,50,4,1,4,1,120.564972,24.241809
6687,6,60,5,1,4,2,120.681047,24.104599
6688,6,50,3,1,4,1,120.618724,24.115942
6689,6,50,4,1,4,4,120.671739,24.168767
6690,6,50,,,,,120.610379,24.186768
6691,6,50,13,1,4,4,120.672004,24.121101
