Accident_index,Climate,Light,Road_condition,Protective_equipement,Action_status,Drinking_situation,Impact_site,Run_away
6305,7,,,,,1,,1
6306,7,2,5,1,7,2,14,1
6307,7,,,,,1,,1
6308,7,,,,,2,,1
6309,7,1,5,1,9,2,11,1
6310,7,2,5,1,9,2,11,1
6311,7,,,,,1,,1
6312,7,2,5,3,9,2,2,1
6313,7,2,5,1,9,2,11,1
6314,7,2,5,1,8,2,13,1
6315,7,,,,,2,,1
6316,7,2,5,1,9,2,11,1
6317,7,,,,,1,,1
6318,7,,,,,2,,1
6319,7,,,,,2,,1
6320,7,,,,,2,,1
6321,7,1,5,1,6,2,13,1
6322,7,,,,,1,,1
6323,7,2,5,3,1,2,1,1
6324,7,2,5,1,15,2,14,1
6325,7,,,,,2,,1
6326,7,,,,,1,,1
6327,7,,,,,2,,1
6328,7,,,,,1,,1
6329,7,,,,,1,,1
6330,7,,,,,2,,1
6331,7,,,,,1,,1
6332,7,2,5,5,9,2,15,1
6333,7,3,5,3,9,2,1,1
6334,7,2,5,2,9,2,11,1
6335,7,,,,,1,,1
6336,7,2,5,3,5,2,2,1
6337,7,,,,,2,,1
6338,7,2,5,5,6,2,11,1
6339,7,,,,,2,,1
6340,7,,,,,1,,1
6341,7,,,,,1,,1
6342,7,3,5,1,9,2,11,1
6343,7,,,,,2,,1
6344,7,3,5,2,9,2,12,1
6345,7,,,,,2,,1
6346,7,,,,,1,,1
6347,7,2,5,3,15,2,2,1
6348,7,,,,,1,,1
6349,7,3,5,3,15,2,2,1
6350,7,,,,,1,,1
6351,7,2,5,5,9,2,11,1
6352,7,,,,,2,,1
6353,7,,,,,2,,1
6354,7,,,,,1,,1
6355,7,,,,,1,,1
6356,7,,,,,1,,1
6357,7,2,5,3,14,2,2,1
6358,7,,,,,1,,1
6359,7,,,,,1,,1
6360,7,,,,,1,,1
6361,7,,,,,1,,1
6362,7,,,,,1,,1
6363,7,3,5,1,9,1,15,1
6364,7,,,,,2,,1
6365,7,,,,,2,,1
6366,7,3,5,2,4,2,11,1
6367,7,,,,,1,,1
6368,7,,,,,1,,1
6369,7,2,5,3,6,2,2,1
6370,7,,,,,2,,1
6371,7,2,5,1,6,2,12,1
6372,7,2,5,2,9,6,11,1
6373,7,,,,,2,,1
6374,7,,,,,2,,1
6375,7,2,5,3,1,2,4,1
6376,7,3,5,6,1,2,14,1
6377,7,2,5,1,9,2,11,1
6378,7,,,,,2,,1
6379,7,2,5,5,9,2,11,1
6380,7,,,,,1,,1
6381,7,2,5,5,6,2,11,1
6382,7,2,5,3,9,2,5,1
6383,7,1,5,5,9,2,11,1
6384,7,,,,,1,,1
6385,7,3,5,3,2,2,3,1
6386,7,3,5,3,9,2,1,1
6387,7,,,,,2,,1
6388,7,,,,,1,,1
6389,7,1,5,3,1,2,7,1
6390,7,,,,,2,,1
6391,7,,,,,2,,1
6392,7,,,,,2,,1
6393,7,,,,,2,,1
6394,7,1,5,5,9,2,8,1
6395,7,2,5,1,9,2,12,1
6396,7,,,,,2,,1
6397,7,,,,,1,,1
6398,7,,,,,1,,1
6399,7,,,,,2,,1
6400,7,2,5,2,9,2,11,1
6401,7,,,,,,,1
6402,7,2,5,3,5,2,5,1
6403,7,3,5,3,11,2,8,1
6404,7,2,5,1,5,2,13,1
6405,7,2,5,1,9,2,12,1
6406,7,,,,,2,,1
6407,7,,,,,1,,1
6408,7,2,5,5,5,2,5,1
6409,7,2,5,1,9,2,11,1
6410,7,1,5,3,1,2,4,1
6411,7,2,5,3,7,2,2,1
6412,7,3,5,6,8,2,12,1
6413,7,2,5,1,9,2,11,1
6414,7,,,,,2,,1
6415,7,1,5,1,9,2,11,1
6416,7,,,,,1,,1
6417,7,,,,,2,,1
6418,7,,,,,1,,1
6419,7,1,5,3,9,2,1,1
6420,7,1,5,3,9,2,5,1
6421,7,1,5,3,1,2,8,1
6422,7,,,,,1,,1
6423,7,,,,,2,,1
6424,7,1,5,5,9,2,5,1
6425,7,1,5,5,15,2,12,1
6426,7,1,5,3,6,2,8,1
6427,7,1,5,2,9,2,11,1
6428,7,1,5,1,8,2,13,1
6429,6,1,5,2,6,2,14,1
6430,7,1,5,1,15,2,11,1
6431,7,2,5,5,5,2,6,1
6432,7,1,5,1,9,2,12,1
6433,7,1,5,2,6,2,11,1
6434,7,,,,,1,,1
6435,7,,,,,2,,1
6436,7,,,,,2,,1
6437,7,1,5,5,5,2,5,1
6438,7,,,,,2,,1
6439,7,1,5,5,9,2,2,1
6440,7,,,,,2,,1
6441,7,1,5,2,9,2,11,1
6442,7,1,5,1,11,2,11,1
6443,7,,,,,2,,1
6444,7,1,5,6,16,10,17,1
6445,7,,,,,1,,1
6446,7,1,5,3,9,2,2,1
6447,7,1,5,3,6,2,8,1
6448,6,3,5,3,9,1,5,1
6449,7,2,5,5,5,2,11,1
6450,7,,,,,2,,1
6451,7,,,,,2,,1
6452,7,,,,,2,,1
6453,7,,,,,2,,1
6454,7,,,,,2,,1
6455,7,,,,,2,,1
6456,7,1,5,3,5,2,2,1
6457,7,,,,,2,,1
6458,7,1,5,5,13,1,7,1
6459,7,,,,,2,,1
6460,7,,,,,1,,1
6461,7,,,,,2,,1
6462,7,2,5,3,1,2,1,1
6463,7,3,5,2,9,2,11,1
6464,7,1,5,4,5,2,11,1
6465,7,1,5,3,1,2,1,1
6466,7,2,5,5,9,2,11,1
6467,7,,,,,1,,1
6468,7,1,5,4,9,8,11,1
6469,7,1,5,6,17,2,17,1
6470,7,,,,,2,,1
6471,7,,,,,,,1
6472,7,,,,,1,,1
6473,7,,,,,1,,1
6474,7,1,5,3,9,2,1,1
6475,7,,,,,1,,1
6476,7,,,,,2,,1
6477,7,1,5,3,9,2,1,1
6478,7,2,5,2,6,2,11,1
6479,7,1,5,3,9,1,1,1
6480,7,,,,,10,,1
6481,7,1,5,3,9,6,1,1
6482,7,,,,,1,,1
6483,7,1,5,3,2,2,3,1
6484,7,1,5,2,9,2,12,1
6485,7,1,5,3,11,2,5,1
6486,7,,,,,2,,1
6487,7,,,,,1,,1
6488,7,1,5,2,9,2,14,1
6489,7,,,,,1,,1
6490,7,,,,,1,,1
6491,7,1,5,1,6,2,14,1
6492,7,2,5,3,5,2,2,1
6493,7,3,5,3,6,2,4,1
6494,7,,,,,2,,1
6495,7,2,5,3,9,2,5,1
6496,7,3,5,1,8,2,14,1
6497,7,3,5,1,9,2,14,1
6498,7,,,,,1,,1
6499,7,2,5,1,9,2,14,1
6500,7,1,5,6,6,2,13,1
6501,7,,,,,2,,1
6502,7,3,5,2,5,1,11,1
6503,7,,,,,2,,1
6504,7,2,5,1,9,8,11,1
6505,7,3,5,5,9,2,11,1
6506,7,2,5,4,9,1,11,1
6507,7,3,5,1,9,2,11,1
6508,7,3,5,5,9,2,11,1
6509,7,3,5,5,9,1,11,1
6510,7,2,5,3,11,2,5,1
6511,7,2,5,5,9,2,11,1
6512,7,,,,,2,,1
6513,7,2,5,2,8,2,11,1
6514,7,,,,,,,1
6515,7,,,,,1,,1
6516,7,2,5,5,9,2,14,1
6517,7,,,,,2,,1
6518,7,,,,,2,,1
6519,7,,,,,2,,1
6520,7,2,5,1,9,9,14,1
6521,7,2,5,3,9,2,4,1
6522,7,,,,,2,,1
6523,7,2,5,5,6,2,6,1
6524,7,3,5,3,6,2,8,1
6525,7,3,5,3,5,2,2,1
6526,7,2,5,2,1,2,11,1
6527,7,3,5,3,5,2,5,1
6528,7,3,5,3,11,2,4,1
6529,7,,,,,1,,1
6530,7,,,,,1,,1
6531,7,,,,,1,,1
6532,7,,,,,1,,1
6533,7,,,,,1,,1
6534,7,,,,,1,,1
6535,7,,,,,,,1
6536,7,2,5,2,9,2,11,1
6537,7,2,5,5,9,2,11,1
6538,7,3,5,3,3,2,8,1
6539,7,2,5,3,9,2,6,1
6540,7,2,5,5,5,2,2,1
6541,7,3,5,1,9,2,12,1
6542,7,2,5,2,8,2,13,1
6543,7,,,,,2,,1
6544,7,3,5,1,9,2,12,1
6545,7,1,5,3,5,2,6,1
6546,7,3,5,5,6,2,12,1
6547,7,,,,,1,,1
6548,7,3,5,1,9,2,12,1
6549,7,,,,,2,,1
6550,7,,,,,1,,1
6551,7,3,5,1,9,2,11,1
6552,7,1,5,1,4,2,12,1
6553,7,,,,,1,,1
6554,7,3,5,5,9,2,11,1
6555,7,2,5,1,9,2,11,1
6556,7,3,5,5,9,2,14,1
6557,7,3,5,3,6,2,1,1
6558,7,,,,,1,,1
6559,7,,,,,2,,1
6560,7,,,,,1,,1
6561,7,,,,,2,,1
6562,7,,,,,,,1
6563,7,,,,,1,,1
6564,7,,,,,1,,1
6565,7,2,5,3,6,2,8,1
6566,7,,,,,2,,1
6567,7,2,5,3,9,2,1,1
6568,7,1,5,1,15,2,14,1
6569,7,,,,,1,,1
6570,7,1,5,,,2,,1
6571,7,2,5,1,6,2,11,1
6572,7,,,,,1,,1
6573,7,3,5,3,5,2,2,1
6574,7,,,,,1,,1
6575,7,,,,,1,,1
6576,7,,,,,1,,1
6577,7,2,5,1,1,2,14,1
6578,7,,,,,1,,1
6579,7,,,,,2,,1
6580,7,2,5,5,5,2,2,1
6581,7,2,5,2,9,2,15,1
6582,7,,,,,1,,1
6583,7,2,5,5,5,2,6,1
6584,7,1,5,,,2,,1
6585,7,,,,,2,,1
6586,7,2,5,1,9,2,11,1
6587,7,,,,,1,,1
6588,7,,,,,1,,1
6589,7,,,,,2,,1
6590,7,,,,,2,,1
6591,7,,,,,1,,1
6592,7,1,5,,,2,,1
6593,7,,,,,2,,1
6594,7,,,,,1,,1
6595,7,3,5,2,12,2,12,1
6596,7,,,,,2,,1
6597,7,,,,,2,,1
6598,7,,,,,1,,1
6599,7,2,5,2,9,2,12,1
6600,7,1,5,2,5,2,14,1
6601,7,2,5,5,5,2,5,1
6602,7,,,,,2,,1
6603,7,3,5,5,15,1,15,1
6604,7,,,,,2,,1
6605,7,3,5,5,9,2,11,1
6606,7,2,5,3,9,2,5,1
6607,7,,,,,2,,1
6608,7,2,5,,,1,,1
6609,7,3,5,5,9,2,14,1
6610,7,3,5,3,9,2,1,1
6611,7,,,,,1,,1
6612,7,,,,,9,,1
6613,7,,,,,1,,1
6614,7,,,,,2,,1
6615,7,,,,,1,,1
6616,7,,,,,2,,1
6617,7,,,,,2,,1
6618,7,2,5,1,8,2,11,1
6619,7,,,,,2,,1
6620,7,,,,,1,,1
6621,7,2,5,1,10,2,14,1
6622,7,,,,,2,,1
6623,7,2,5,5,9,2,11,1
6624,7,3,5,4,14,2,5,1
6625,7,,,,,2,,1
6626,7,2,5,2,11,2,14,1
6627,7,2,5,5,21,10,17,1
6628,7,,,,,2,,1
6629,7,1,5,,,2,,1
6630,7,2,5,2,6,11,14,1
6631,7,3,5,3,5,2,5,1
6632,7,,,,,2,,1
6633,7,,,,,2,,1
6634,7,,,,,2,,1
6635,7,1,5,,,2,,1
6636,7,2,5,2,9,2,11,1
6637,7,,,,,2,,1
6638,7,,,,,2,,1
6639,7,3,5,3,11,2,8,1
6640,7,3,5,2,9,2,12,1
6641,7,,,,,2,,1
6642,7,,,,,2,,1
6643,7,2,5,5,9,2,11,1
6644,7,2,5,,,,,1
6645,7,,,,,1,,1
6646,7,3,5,5,9,1,12,1
6647,7,,,,,2,,1
6648,7,,,,,2,,1
6649,7,,,,,2,,1
6650,7,3,5,1,11,1,11,1
6651,7,,,,,2,,1
6652,7,,,,,2,,1
6653,7,,,,,1,,1
6654,7,,,,,1,,1
6655,7,3,5,1,5,2,13,1
6656,7,,,,,2,,1
6657,7,3,5,1,9,2,11,1
6658,7,1,5,2,9,2,11,1
6659,7,3,5,5,9,2,2,1
6660,7,,,,,1,,1
6661,7,2,5,1,9,2,12,1
6662,7,,,,,2,,1
6663,7,,,,,,,1
6664,7,,,,,2,,1
6665,7,,,,,2,,1
6666,7,,,,,2,,1
6667,7,,,,,2,,1
6668,7,3,5,5,9,1,12,1
6669,7,2,5,5,15,11,15,1
6670,7,,,,,1,,1
6671,7,,,,,1,,1
6672,7,2,5,3,5,2,2,1
6673,7,,,,,2,,1
6674,7,,,,,2,,1
6675,7,,,,,2,,1
6676,7,2,5,1,9,2,11,1
6677,7,,,,,2,,1
6678,7,,,,,2,,1
6679,7,,,,,2,,1
6680,7,2,5,3,5,2,1,1
6681,7,,,,,1,,1
6682,7,2,5,5,5,2,5,1
6683,7,,,,,2,,1
6684,7,,,,,1,,1
6685,7,,,,,1,,1
6686,7,3,5,3,6,2,8,1
6687,7,3,5,5,5,2,1,1
6688,7,1,5,,,9,,1
6689,7,3,5,5,9,2,8,1
6690,7,,,,,1,,1
6691,7,3,5,,,2,,1
6692,7,,,,,1,,1
6693,7,3,5,1,9,2,11,1
6694,7,,,,,1,,1
6695,7,,,,,2,,1
6696,7,2,5,1,9,2,15,1
6697,7,2,5,1,9,2,14,1
6698,7,3,5,1,5,2,11,1
6699,7,,,,,2,,1
6700,7,,,,,1,,1
6701,7,2,5,3,9,2,1,1
6702,7,,,,,2,,1
6703,7,,,,,1,,1
6704,7,2,5,5,6,2,1,1
6705,7,,,,,1,,1
6706,7,,,,,2,,1
6707,7,,,,,1,,1
6708,7,,,,,1,,1
6709,7,3,5,3,11,2,5,1
6710,7,,,,,2,,1
6711,7,,,,,1,,1
6712,7,,,,,2,,1
6713,7,2,5,3,5,2,8,1
6714,7,3,5,5,5,2,6,1
6715,7,,,,,1,,1
6716,7,,,,,2,,1
6717,7,3,5,3,5,2,5,1
6718,7,,,,,11,,1
6719,7,,,,,2,,1
6720,7,,,,,1,,1
6721,7,2,5,1,6,2,12,1
6722,7,,,,,2,,1
6723,7,,,,,1,,1
6724,7,,,,,2,,1
6725,7,,,,,2,,1
6726,7,2,5,1,9,2,12,1
6727,7,,,,,2,,1
6728,7,,,,,1,,1
6729,7,,,,,1,,1
6730,7,2,5,3,6,2,4,1
6731,7,1,5,5,5,2,13,1
6732,7,2,5,5,6,2,11,1
6733,7,1,5,3,5,2,1,1
6734,7,3,5,3,15,2,6,1
6735,7,,,,,2,,1
6736,7,2,5,3,7,1,16,1
6737,7,,,,,2,,1
6738,7,2,5,1,9,2,14,1
6739,7,3,5,3,9,2,2,1
6740,7,,,,,2,,1
6741,7,3,5,3,9,2,5,1
6742,7,,,,,2,,1
6743,7,2,5,1,9,2,11,1
6744,7,2,5,1,9,2,12,1
6745,7,1,5,3,9,2,2,1
6746,7,,,,,1,,1
6747,7,2,5,1,6,2,14,1
6748,7,2,5,1,5,2,12,1
6749,7,2,5,3,5,2,2,1
6750,7,,,,,11,,2
6751,7,,,,,2,,1
6752,7,,,,,1,,1
6753,7,2,5,5,9,2,11,1
6754,7,,,,,2,,1
6755,7,,,,,2,,1
6756,7,2,5,3,9,2,1,1
6757,7,3,5,6,11,2,14,1
6758,7,2,5,3,9,2,1,1
6759,7,3,5,4,9,2,11,1
6760,7,2,5,5,5,2,11,1
6761,7,,,,,2,,1
6762,7,,,,,2,,1
6763,7,,,,,1,,1
6764,7,,,,,2,,1
6765,7,,,,,1,,1
6766,7,,,,,2,,1
6767,7,,,,,2,,1
6768,7,,,,,2,,1
6769,7,2,5,3,6,2,8,1
6770,7,2,5,1,6,2,11,1
6771,5,,,,,2,,1
6772,7,2,5,2,11,2,11,1
6773,7,2,5,1,9,2,14,1
6774,7,,,,,1,,1
6775,7,1,5,5,9,2,11,1
6776,7,2,5,2,9,2,12,1
6777,7,,,,,9,,1
6778,7,,,,,2,,1
6779,7,3,5,5,9,2,12,1
6780,7,,,,,9,,1
6781,7,1,5,1,9,2,14,1
6782,7,,,,,1,,1
6783,7,,,,,2,,1
6784,7,,,,,1,,1
6785,7,,,,,1,,1
6786,7,2,5,1,9,2,14,1
6787,7,2,5,3,5,2,8,1
6788,7,,,,,1,,1
6789,7,,,,,1,,1
6790,7,3,5,1,9,2,14,1
6791,7,2,5,1,6,2,14,1
6792,7,,,,,2,,1
6793,7,,,,,1,,1
6794,7,2,5,3,9,2,5,1
6795,7,2,5,2,6,2,11,1
6796,7,,,,,1,,1
6797,7,,,,,1,,1
6798,7,3,5,2,9,2,11,1
6799,7,3,5,2,9,2,11,1
6800,7,2,5,5,15,2,12,1
6801,7,2,5,3,9,2,1,1
6802,7,2,5,1,6,2,11,1
6803,7,,,,,1,,1
6804,7,2,5,5,9,2,11,1
6805,7,,,,,1,,1
6806,7,,,,,1,,1
6807,7,,,,,2,,1
6808,7,1,5,2,9,2,11,1
6809,7,,,,,2,,1
6810,7,1,5,4,9,2,5,1
6811,7,2,5,3,7,2,1,1
6812,7,,,,,2,,1
6813,7,,,,,2,,1
6814,7,1,5,2,6,2,14,1
6815,7,2,5,2,6,2,14,1
6816,7,,,,,2,,1
6817,7,1,5,1,9,2,14,1
6818,7,2,5,1,9,2,14,1
6819,7,1,5,1,1,2,11,1
6820,7,1,5,3,5,2,8,1
6821,7,2,5,5,9,2,11,1
6822,7,1,5,3,6,2,1,1
6823,7,,,,,2,,1
6824,7,,,,,2,,1
6825,7,1,5,3,6,2,8,1
6826,7,1,5,3,5,2,5,1
6827,7,,,,,2,,1
6828,7,1,5,1,6,2,14,1
6829,7,1,5,1,9,2,11,1
6830,7,1,5,1,1,2,15,1
6831,7,,,,,1,,1
6832,7,1,5,3,5,2,5,1
6833,7,,,,,1,,1
6834,6,1,5,3,5,2,15,1
6835,7,,,,,2,,1
6836,7,,,,,1,,1
6837,7,1,5,2,6,2,12,1
6838,7,,,,,2,,1
6839,7,,,,,2,,1
6840,7,,,,,2,,1
6841,7,1,5,1,9,2,11,1
6842,7,2,5,5,5,2,2,1
6843,7,,,,,1,,1
6844,7,2,5,2,6,2,14,1
6845,7,1,5,2,9,2,14,1
6846,7,1,5,1,2,2,13,1
6847,7,,,,,2,,1
6848,7,,,,,2,,1
6849,7,,,,,1,,1
6850,7,,,,,9,,1
6851,7,,,,,1,,1
6852,7,1,5,5,9,1,2,1
6853,7,1,5,3,9,2,5,1
6854,7,,,,,2,,1
6855,7,,,,,2,,1
6856,7,,,,,2,,1
6857,7,,,,,1,,1
6858,7,3,5,1,9,2,14,1
6859,7,,,,,2,,1
6860,7,,,,,1,,1
6861,7,,,,,1,,1
6862,7,,,,,10,,1
6863,7,,,,,1,,1
6864,7,2,5,5,6,2,5,1
6865,7,,,,,1,,1
6866,7,1,5,2,9,2,12,1
6867,6,1,5,3,1,2,8,1
6868,7,1,5,3,15,2,8,1
6869,7,1,5,3,6,2,6,1
6870,7,,,,,2,,1
6871,7,1,5,2,6,2,14,1
6872,7,,,,,1,,1
6873,7,,,,,2,,1
6874,7,3,5,5,9,2,16,1
6875,7,,,,,1,,1
6876,7,2,5,5,9,3,11,1
6877,7,,,,,2,,1
6878,7,,,,,2,,1
6879,7,1,5,1,15,2,12,1
6880,7,1,5,2,6,2,14,1
6881,7,,,,,2,,1
6882,7,,,,,2,,1
6883,7,,,,,2,,1
6884,7,1,5,2,9,2,12,1
6885,7,1,5,6,16,1,17,1
6886,7,,,,,1,,1
6887,7,,,,,1,,1
6888,7,,,,,1,,1
6889,7,,,,,1,,1
6890,7,2,5,4,5,1,12,1
6891,7,,,,,2,,1
6892,7,,,,,3,,1
6893,7,1,5,1,9,2,11,1
6894,7,1,5,5,9,2,5,1
6895,7,1,5,2,8,1,13,1
6896,7,1,5,3,8,2,2,1
6897,7,1,5,3,9,2,1,1
6898,7,,,,,1,,1
6899,7,1,5,3,1,2,8,1
6900,7,1,5,3,11,2,2,1
6901,7,,,,,2,,1
6902,7,1,5,2,9,2,11,1
6903,7,,,,,2,,1
6904,7,,,,,2,,1
6905,7,1,5,1,9,2,11,1
6906,7,1,5,1,4,2,11,1
6907,7,1,5,3,6,2,16,1
6908,7,,,,,2,,1
6909,6,1,5,1,9,2,14,1
6910,7,,,,,1,,1
6911,7,1,5,1,9,2,11,1
6912,7,1,5,3,9,2,1,1
6913,7,,,,,2,,1
6914,7,,,,,1,,1
6915,7,1,5,2,9,2,11,1
6916,7,,,,,,,1
6917,7,,,,,2,,1
6918,7,,,,,1,,1
6919,7,1,5,1,9,2,11,1
6920,7,,,,,,,1
6921,7,2,5,2,9,2,12,1
6922,7,2,5,2,15,2,14,1
6923,7,3,5,1,9,2,15,1
6924,7,2,5,3,9,2,8,1
6925,7,2,5,2,9,2,11,1
6926,7,,,,,1,,1
6927,7,2,5,3,5,2,2,1
6928,7,3,5,3,9,2,2,1
6929,7,,,,,2,,1
6930,7,3,5,3,6,1,6,1
6931,7,3,5,3,9,2,2,1
6932,7,,,,,1,,1
6933,7,,,,,2,,1
6934,7,2,5,3,9,2,5,1
6935,7,,,,,1,,1
6936,7,,,,,9,,1
6937,7,2,5,5,9,2,11,1
6938,7,,,,,2,,1
6939,7,,,,,1,,1
6940,7,2,5,3,9,2,5,1
6941,7,3,5,2,5,2,13,1
6942,7,2,5,2,9,2,11,1
6943,7,,,,,2,,1
6944,7,,,,,2,,1
6945,7,2,5,2,9,2,14,1
6946,7,3,5,2,4,2,14,1
6947,7,2,5,3,9,2,1,1
6948,7,1,5,2,9,2,11,1
6949,7,1,5,1,5,9,11,1
6950,7,3,5,3,1,2,8,1
6951,7,2,5,5,9,2,11,1
6952,7,,,,,2,,1
6953,7,,,,,1,,1
6954,7,2,5,1,1,2,14,1
6955,7,3,5,3,6,2,8,1
6956,7,,,,,2,,1
6957,7,1,5,1,9,2,11,1
6958,7,,,,,2,,1
6959,7,3,5,5,9,9,5,1
6960,7,,,,,2,,1
6961,7,,,,,1,,1
6962,7,2,5,5,9,2,11,1
6963,7,1,5,,,2,,1
6964,7,3,5,1,9,2,11,1
6965,7,,,,,1,,1
6966,7,,,,,2,,1
6967,7,2,5,5,6,3,12,1
6968,7,,,,,2,,1
6969,7,,,,,2,,1
6970,7,3,5,3,5,2,2,1
6971,7,,,,,2,,1
6972,7,,,,,2,,1
6973,7,2,5,1,9,2,11,1
6974,7,,,,,1,,1
6975,7,2,5,1,9,2,11,1
6976,7,2,5,1,9,2,11,1
6977,7,3,5,5,6,2,12,1
6978,7,3,5,3,5,2,2,1
6979,7,3,5,3,6,2,16,1
6980,7,2,5,5,9,1,12,1
6981,7,,,,,2,,1
6982,7,,,,,2,,1
6983,7,,,,,1,,1
6984,7,2,5,2,9,2,11,1
6985,7,3,5,1,6,2,14,1
6986,7,,,,,1,,1
6987,7,,,,,1,,1
6988,7,,,,,1,,1
6989,7,1,5,,,2,,1
6990,7,,,,,1,,1
6991,7,,,,,2,,1
6992,7,3,5,3,9,2,8,1
6993,6,,,,,2,,1
6994,7,3,5,2,9,2,12,1
6995,7,,,,,2,,1
6996,7,3,5,3,6,2,5,1
6997,7,2,5,2,9,2,12,1
6998,7,,,,,2,,1
6999,7,3,5,2,9,9,11,2
7000,7,,,,,1,,1
7001,7,2,5,1,1,2,11,1
7002,7,2,5,5,1,2,14,1
7003,7,2,5,1,9,2,12,1
7004,7,3,5,3,5,2,1,1
7005,7,,,,,1,,1
7006,7,1,5,3,5,2,4,1
7007,7,,,,,1,,1
7008,7,2,5,3,9,2,2,1
7009,7,,,,,1,,1
7010,7,,,,,1,,1
7011,7,3,5,3,6,6,8,1
7012,7,,,,,1,,1
7013,7,2,5,2,9,2,11,1
7014,7,,,,,2,,1
7015,7,3,5,3,9,2,1,1
7016,7,,,,,1,,1
7017,7,,,,,2,,1
7018,7,3,5,1,6,2,11,1
7019,7,,,,,9,,1
7020,7,3,5,3,5,2,2,1
7021,7,3,5,3,6,2,1,1
7022,7,1,5,2,9,2,11,1
7023,7,3,5,1,9,2,12,1
7024,7,2,5,1,9,2,11,1
7025,7,2,5,2,9,2,14,1
7026,7,,,,,1,,1
7027,7,,,,,2,,1
7028,7,,,,,2,,1
7029,7,,,,,2,,1
7030,7,2,5,1,9,2,11,1
7031,7,2,5,3,5,2,2,1
7032,7,,,,,1,,1
7033,7,3,5,1,9,2,12,1
7034,7,1,5,3,9,2,5,1
7035,7,,,,,1,,1
7036,7,2,5,5,9,2,11,1
7037,7,,,,,1,,1
7038,7,1,5,3,9,2,1,1
7039,7,3,5,2,6,2,13,1
7040,7,,,,,1,,1
7041,7,2,5,5,4,2,2,1
7042,7,2,5,,,1,,1
7043,7,,,,,1,,1
7044,7,3,5,1,9,2,11,1
7045,7,,,,,1,,1
7046,7,2,5,5,9,2,1,1
7047,7,2,5,3,6,2,4,1
7048,7,,,,,,,1
7049,7,,,,,2,,1
7050,7,2,5,1,2,2,13,1
7051,7,,,,,1,,1
7052,7,2,5,3,1,2,8,1
7053,7,,,,,2,,1
7054,7,,,,,1,,1
7055,7,3,5,3,9,2,1,1
7056,7,1,5,1,9,2,11,1
7057,7,,,,,1,,1
7058,7,,,,,2,,1
7059,7,,,,,1,,1
7060,7,,,,,1,,1
7061,7,,,,,2,,1
7062,7,2,5,5,9,2,11,1
7063,7,,,,,1,,1
7064,7,3,5,1,9,2,14,1
7065,7,,,,,2,,1
7066,7,,,,,2,,1
7067,7,,,,,2,,1
7068,7,1,5,1,9,2,12,1
7069,7,2,5,,,2,,1
7070,7,1,5,1,6,2,14,1
7071,7,3,5,3,1,2,7,1
7072,7,2,5,1,9,2,11,1
7073,7,2,5,3,5,2,5,1
7074,7,2,5,4,1,2,11,1
7075,7,,,,,2,,1
7076,7,,,,,1,,1
7077,7,2,5,1,9,2,12,1
7078,7,,,,,2,,1
7079,7,,,,,1,,1
7080,7,1,5,1,9,2,11,1
7081,7,2,5,3,9,2,8,1
7082,7,,,,,2,,1
7083,7,,,,,2,,1
7084,7,2,5,,,2,,1
7085,7,2,5,3,7,2,5,2
7086,7,2,5,5,9,2,16,1
7087,7,3,5,5,5,2,8,1
7088,7,2,5,3,5,2,2,1
7089,7,,,,,2,,1
7090,7,2,5,1,9,2,11,1
7091,7,2,5,3,7,2,2,1
7092,7,3,5,3,6,2,2,1
7093,7,3,5,3,5,2,2,1
7094,7,1,5,3,1,2,5,1
7095,7,3,5,5,9,2,11,1
7096,7,2,5,5,11,2,14,1
7097,7,1,5,3,9,2,16,1
7098,7,3,5,2,9,2,14,1
7099,7,3,5,3,4,2,6,1
7100,7,,,,,2,,1
7101,7,,,,,2,,1
7102,7,3,5,3,9,1,1,1
7103,7,,,,,2,,1
7104,7,3,5,3,1,2,8,1
7105,7,2,5,5,5,2,12,1
7106,7,,,,,2,,1
7107,7,,,,,1,,1
7108,7,2,5,5,9,2,12,1
7109,7,2,5,3,5,2,5,1
7110,7,3,5,1,9,2,11,1
7111,7,,,,,2,,1
7112,7,,,,,9,,2
7113,7,2,5,1,9,2,11,1
7114,7,,,,,2,,1
7115,7,2,5,5,6,2,11,1
7116,7,,,,,1,,1
7117,7,,,,,2,,1
7118,7,1,5,1,9,2,11,1
7119,7,,,,,2,,1
7120,7,2,5,2,9,2,11,1
7121,7,2,5,3,7,2,2,1
7122,7,,,,,2,,1
7123,7,,,,,2,,1
7124,7,,,,,1,,1
7125,7,3,5,3,9,2,1,1
7126,7,,,,,1,,1
7127,7,2,5,3,9,2,8,1
7128,7,,,,,2,,1
7129,7,3,5,3,9,2,8,1
7130,7,,,,,1,,1
7131,7,,,,,2,,1
7132,7,,,,,2,,1
7133,7,,,,,2,,1
7134,7,,,,,1,,1
7135,7,3,5,3,9,2,5,1
7136,7,,,,,2,,1
7137,7,3,5,3,5,2,5,1
7138,7,,,,,2,,1
7139,7,,,,,1,,1
7140,7,1,5,5,2,9,3,1
7141,7,2,5,5,9,2,4,1
7142,7,,,,,1,,1
7143,7,3,5,2,9,2,11,1
7144,7,2,5,5,6,2,14,1
7145,7,,,,,1,,1
7146,7,,,,,1,,1
7147,7,2,5,2,6,2,11,1
7148,7,,,,,2,,2
7149,7,,,,,1,,1
7150,7,,,,,1,,1
7151,7,,,,,1,,1
7152,7,2,5,5,9,2,11,1
